response_id	response_raw	response_no	response_separate	group_validation
38	regarding workflow and quality of research: Pre-registration is strictly superior to not registering. Pre-registration means being clear about what you are going to do before doing it. A lot of researchers, myself included before I started pre-registering, design a study that seems to make sense, then run it. Then, when it comes time to analyze and think concretely about the analysis, problems crop up, experimenter degrees of freedom enter the picture, and regrets creep in about what wasn't included in the study or about how something was overlooked. There are often facets of experiments and analyses scientists think they understand, and they do in a vague way, but they don't actually consider the concrete details until it's too late. Writing out a a pre-registration helps you find design issues while they can still be fixed. The researcher forces themselves to examine the details of future analyses before committing to a design, thereby improving the design itself. This makes the research more efficient and useful and streamlines the study in the process. Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious. Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious. I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design. When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification. The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though. While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis) I think the field should push for more pre-registration. Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low. Most researchers don't understand p-values anyway. regarding data-management: I don't think pre-registration is intrinsically tied to open materials and open data, but they often go together. As such, I don't really have anything to say about pre-registration's effects on data-management other than this: by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data. Open materials are so crucial to understanding research. It is all too easy to overlook the contents of a paradigm and be seduced by the name of a questionnaire or task when, if the reader actually read the questionnaire, they might not accept it as a measure of what it claims to measure, likewise for a task. Open data is crucial for honesty and integrity. At first it can be a bit anxiety producing to share one's data, to draw back the curtain, revealing not the pristine publication but the dirty reality of messy processing scripts and ugly data. Unveiling reality is what should be done, though. Open data allows other researchers to question findings and investigate their own questions about data that may no interest the authors. The author need not indulge queries about fine details of the data because the other researcher can simply answer it for themselves when they have access. Most importantly, by uploading data to a repository, like the Open Science Framework, that data is properly archived. Academia, especially early on in one's career, involves moving to different places, changing emails every few years, and using different computers with different hard-drives. Data so easily gets lost or becomes inaccessible. Even if the researcher still has access, it takes so much more effort to find something amid all the possible places it could be rather than point someone to an OSF repository where it will be. It might be reasonable to accept that a researcher doesn't have time to go digging through a backlog of their work to find data from five or ten years ago; it is much less reasonable to claim that the researcher doesn't have time to upload their data to the OSF while they are going through the publication process. Yes, it takes more time, but what may take an hour today saves everyone time later and ensures the data is available. I hope that one day, open materials and open data are standard, mandatory practices that are part of publication. Every paper should come with a link to the data and the materials.	03	Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious.	NA
38	regarding workflow and quality of research: Pre-registration is strictly superior to not registering. Pre-registration means being clear about what you are going to do before doing it. A lot of researchers, myself included before I started pre-registering, design a study that seems to make sense, then run it. Then, when it comes time to analyze and think concretely about the analysis, problems crop up, experimenter degrees of freedom enter the picture, and regrets creep in about what wasn't included in the study or about how something was overlooked. There are often facets of experiments and analyses scientists think they understand, and they do in a vague way, but they don't actually consider the concrete details until it's too late. Writing out a a pre-registration helps you find design issues while they can still be fixed. The researcher forces themselves to examine the details of future analyses before committing to a design, thereby improving the design itself. This makes the research more efficient and useful and streamlines the study in the process. Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious. Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious. I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design. When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification. The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though. While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis) I think the field should push for more pre-registration. Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low. Most researchers don't understand p-values anyway. regarding data-management: I don't think pre-registration is intrinsically tied to open materials and open data, but they often go together. As such, I don't really have anything to say about pre-registration's effects on data-management other than this: by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data. Open materials are so crucial to understanding research. It is all too easy to overlook the contents of a paradigm and be seduced by the name of a questionnaire or task when, if the reader actually read the questionnaire, they might not accept it as a measure of what it claims to measure, likewise for a task. Open data is crucial for honesty and integrity. At first it can be a bit anxiety producing to share one's data, to draw back the curtain, revealing not the pristine publication but the dirty reality of messy processing scripts and ugly data. Unveiling reality is what should be done, though. Open data allows other researchers to question findings and investigate their own questions about data that may no interest the authors. The author need not indulge queries about fine details of the data because the other researcher can simply answer it for themselves when they have access. Most importantly, by uploading data to a repository, like the Open Science Framework, that data is properly archived. Academia, especially early on in one's career, involves moving to different places, changing emails every few years, and using different computers with different hard-drives. Data so easily gets lost or becomes inaccessible. Even if the researcher still has access, it takes so much more effort to find something amid all the possible places it could be rather than point someone to an OSF repository where it will be. It might be reasonable to accept that a researcher doesn't have time to go digging through a backlog of their work to find data from five or ten years ago; it is much less reasonable to claim that the researcher doesn't have time to upload their data to the OSF while they are going through the publication process. Yes, it takes more time, but what may take an hour today saves everyone time later and ensures the data is available. I hope that one day, open materials and open data are standard, mandatory practices that are part of publication. Every paper should come with a link to the data and the materials.	04	Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious.	NA
38	regarding workflow and quality of research: Pre-registration is strictly superior to not registering. Pre-registration means being clear about what you are going to do before doing it. A lot of researchers, myself included before I started pre-registering, design a study that seems to make sense, then run it. Then, when it comes time to analyze and think concretely about the analysis, problems crop up, experimenter degrees of freedom enter the picture, and regrets creep in about what wasn't included in the study or about how something was overlooked. There are often facets of experiments and analyses scientists think they understand, and they do in a vague way, but they don't actually consider the concrete details until it's too late. Writing out a a pre-registration helps you find design issues while they can still be fixed. The researcher forces themselves to examine the details of future analyses before committing to a design, thereby improving the design itself. This makes the research more efficient and useful and streamlines the study in the process. Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious. Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious. I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design. When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification. The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though. While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis) I think the field should push for more pre-registration. Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low. Most researchers don't understand p-values anyway. regarding data-management: I don't think pre-registration is intrinsically tied to open materials and open data, but they often go together. As such, I don't really have anything to say about pre-registration's effects on data-management other than this: by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data. Open materials are so crucial to understanding research. It is all too easy to overlook the contents of a paradigm and be seduced by the name of a questionnaire or task when, if the reader actually read the questionnaire, they might not accept it as a measure of what it claims to measure, likewise for a task. Open data is crucial for honesty and integrity. At first it can be a bit anxiety producing to share one's data, to draw back the curtain, revealing not the pristine publication but the dirty reality of messy processing scripts and ugly data. Unveiling reality is what should be done, though. Open data allows other researchers to question findings and investigate their own questions about data that may no interest the authors. The author need not indulge queries about fine details of the data because the other researcher can simply answer it for themselves when they have access. Most importantly, by uploading data to a repository, like the Open Science Framework, that data is properly archived. Academia, especially early on in one's career, involves moving to different places, changing emails every few years, and using different computers with different hard-drives. Data so easily gets lost or becomes inaccessible. Even if the researcher still has access, it takes so much more effort to find something amid all the possible places it could be rather than point someone to an OSF repository where it will be. It might be reasonable to accept that a researcher doesn't have time to go digging through a backlog of their work to find data from five or ten years ago; it is much less reasonable to claim that the researcher doesn't have time to upload their data to the OSF while they are going through the publication process. Yes, it takes more time, but what may take an hour today saves everyone time later and ensures the data is available. I hope that one day, open materials and open data are standard, mandatory practices that are part of publication. Every paper should come with a link to the data and the materials.	05	I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design.	NA
38	regarding workflow and quality of research: Pre-registration is strictly superior to not registering. Pre-registration means being clear about what you are going to do before doing it. A lot of researchers, myself included before I started pre-registering, design a study that seems to make sense, then run it. Then, when it comes time to analyze and think concretely about the analysis, problems crop up, experimenter degrees of freedom enter the picture, and regrets creep in about what wasn't included in the study or about how something was overlooked. There are often facets of experiments and analyses scientists think they understand, and they do in a vague way, but they don't actually consider the concrete details until it's too late. Writing out a a pre-registration helps you find design issues while they can still be fixed. The researcher forces themselves to examine the details of future analyses before committing to a design, thereby improving the design itself. This makes the research more efficient and useful and streamlines the study in the process. Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious. Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious. I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design. When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification. The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though. While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis) I think the field should push for more pre-registration. Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low. Most researchers don't understand p-values anyway. regarding data-management: I don't think pre-registration is intrinsically tied to open materials and open data, but they often go together. As such, I don't really have anything to say about pre-registration's effects on data-management other than this: by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data. Open materials are so crucial to understanding research. It is all too easy to overlook the contents of a paradigm and be seduced by the name of a questionnaire or task when, if the reader actually read the questionnaire, they might not accept it as a measure of what it claims to measure, likewise for a task. Open data is crucial for honesty and integrity. At first it can be a bit anxiety producing to share one's data, to draw back the curtain, revealing not the pristine publication but the dirty reality of messy processing scripts and ugly data. Unveiling reality is what should be done, though. Open data allows other researchers to question findings and investigate their own questions about data that may no interest the authors. The author need not indulge queries about fine details of the data because the other researcher can simply answer it for themselves when they have access. Most importantly, by uploading data to a repository, like the Open Science Framework, that data is properly archived. Academia, especially early on in one's career, involves moving to different places, changing emails every few years, and using different computers with different hard-drives. Data so easily gets lost or becomes inaccessible. Even if the researcher still has access, it takes so much more effort to find something amid all the possible places it could be rather than point someone to an OSF repository where it will be. It might be reasonable to accept that a researcher doesn't have time to go digging through a backlog of their work to find data from five or ten years ago; it is much less reasonable to claim that the researcher doesn't have time to upload their data to the OSF while they are going through the publication process. Yes, it takes more time, but what may take an hour today saves everyone time later and ensures the data is available. I hope that one day, open materials and open data are standard, mandatory practices that are part of publication. Every paper should come with a link to the data and the materials.	06	When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification.	NA
38	regarding workflow and quality of research: Pre-registration is strictly superior to not registering. Pre-registration means being clear about what you are going to do before doing it. A lot of researchers, myself included before I started pre-registering, design a study that seems to make sense, then run it. Then, when it comes time to analyze and think concretely about the analysis, problems crop up, experimenter degrees of freedom enter the picture, and regrets creep in about what wasn't included in the study or about how something was overlooked. There are often facets of experiments and analyses scientists think they understand, and they do in a vague way, but they don't actually consider the concrete details until it's too late. Writing out a a pre-registration helps you find design issues while they can still be fixed. The researcher forces themselves to examine the details of future analyses before committing to a design, thereby improving the design itself. This makes the research more efficient and useful and streamlines the study in the process. Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious. Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious. I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design. When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification. The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though. While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis) I think the field should push for more pre-registration. Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low. Most researchers don't understand p-values anyway. regarding data-management: I don't think pre-registration is intrinsically tied to open materials and open data, but they often go together. As such, I don't really have anything to say about pre-registration's effects on data-management other than this: by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data. Open materials are so crucial to understanding research. It is all too easy to overlook the contents of a paradigm and be seduced by the name of a questionnaire or task when, if the reader actually read the questionnaire, they might not accept it as a measure of what it claims to measure, likewise for a task. Open data is crucial for honesty and integrity. At first it can be a bit anxiety producing to share one's data, to draw back the curtain, revealing not the pristine publication but the dirty reality of messy processing scripts and ugly data. Unveiling reality is what should be done, though. Open data allows other researchers to question findings and investigate their own questions about data that may no interest the authors. The author need not indulge queries about fine details of the data because the other researcher can simply answer it for themselves when they have access. Most importantly, by uploading data to a repository, like the Open Science Framework, that data is properly archived. Academia, especially early on in one's career, involves moving to different places, changing emails every few years, and using different computers with different hard-drives. Data so easily gets lost or becomes inaccessible. Even if the researcher still has access, it takes so much more effort to find something amid all the possible places it could be rather than point someone to an OSF repository where it will be. It might be reasonable to accept that a researcher doesn't have time to go digging through a backlog of their work to find data from five or ten years ago; it is much less reasonable to claim that the researcher doesn't have time to upload their data to the OSF while they are going through the publication process. Yes, it takes more time, but what may take an hour today saves everyone time later and ensures the data is available. I hope that one day, open materials and open data are standard, mandatory practices that are part of publication. Every paper should come with a link to the data and the materials.	07	The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though.	NA
38	regarding workflow and quality of research: Pre-registration is strictly superior to not registering. Pre-registration means being clear about what you are going to do before doing it. A lot of researchers, myself included before I started pre-registering, design a study that seems to make sense, then run it. Then, when it comes time to analyze and think concretely about the analysis, problems crop up, experimenter degrees of freedom enter the picture, and regrets creep in about what wasn't included in the study or about how something was overlooked. There are often facets of experiments and analyses scientists think they understand, and they do in a vague way, but they don't actually consider the concrete details until it's too late. Writing out a a pre-registration helps you find design issues while they can still be fixed. The researcher forces themselves to examine the details of future analyses before committing to a design, thereby improving the design itself. This makes the research more efficient and useful and streamlines the study in the process. Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious. Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious. I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design. When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification. The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though. While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis) I think the field should push for more pre-registration. Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low. Most researchers don't understand p-values anyway. regarding data-management: I don't think pre-registration is intrinsically tied to open materials and open data, but they often go together. As such, I don't really have anything to say about pre-registration's effects on data-management other than this: by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data. Open materials are so crucial to understanding research. It is all too easy to overlook the contents of a paradigm and be seduced by the name of a questionnaire or task when, if the reader actually read the questionnaire, they might not accept it as a measure of what it claims to measure, likewise for a task. Open data is crucial for honesty and integrity. At first it can be a bit anxiety producing to share one's data, to draw back the curtain, revealing not the pristine publication but the dirty reality of messy processing scripts and ugly data. Unveiling reality is what should be done, though. Open data allows other researchers to question findings and investigate their own questions about data that may no interest the authors. The author need not indulge queries about fine details of the data because the other researcher can simply answer it for themselves when they have access. Most importantly, by uploading data to a repository, like the Open Science Framework, that data is properly archived. Academia, especially early on in one's career, involves moving to different places, changing emails every few years, and using different computers with different hard-drives. Data so easily gets lost or becomes inaccessible. Even if the researcher still has access, it takes so much more effort to find something amid all the possible places it could be rather than point someone to an OSF repository where it will be. It might be reasonable to accept that a researcher doesn't have time to go digging through a backlog of their work to find data from five or ten years ago; it is much less reasonable to claim that the researcher doesn't have time to upload their data to the OSF while they are going through the publication process. Yes, it takes more time, but what may take an hour today saves everyone time later and ensures the data is available. I hope that one day, open materials and open data are standard, mandatory practices that are part of publication. Every paper should come with a link to the data and the materials.	08	While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis)	NA
38	regarding workflow and quality of research: Pre-registration is strictly superior to not registering. Pre-registration means being clear about what you are going to do before doing it. A lot of researchers, myself included before I started pre-registering, design a study that seems to make sense, then run it. Then, when it comes time to analyze and think concretely about the analysis, problems crop up, experimenter degrees of freedom enter the picture, and regrets creep in about what wasn't included in the study or about how something was overlooked. There are often facets of experiments and analyses scientists think they understand, and they do in a vague way, but they don't actually consider the concrete details until it's too late. Writing out a a pre-registration helps you find design issues while they can still be fixed. The researcher forces themselves to examine the details of future analyses before committing to a design, thereby improving the design itself. This makes the research more efficient and useful and streamlines the study in the process. Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious. Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious. I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design. When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification. The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though. While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis) I think the field should push for more pre-registration. Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low. Most researchers don't understand p-values anyway. regarding data-management: I don't think pre-registration is intrinsically tied to open materials and open data, but they often go together. As such, I don't really have anything to say about pre-registration's effects on data-management other than this: by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data. Open materials are so crucial to understanding research. It is all too easy to overlook the contents of a paradigm and be seduced by the name of a questionnaire or task when, if the reader actually read the questionnaire, they might not accept it as a measure of what it claims to measure, likewise for a task. Open data is crucial for honesty and integrity. At first it can be a bit anxiety producing to share one's data, to draw back the curtain, revealing not the pristine publication but the dirty reality of messy processing scripts and ugly data. Unveiling reality is what should be done, though. Open data allows other researchers to question findings and investigate their own questions about data that may no interest the authors. The author need not indulge queries about fine details of the data because the other researcher can simply answer it for themselves when they have access. Most importantly, by uploading data to a repository, like the Open Science Framework, that data is properly archived. Academia, especially early on in one's career, involves moving to different places, changing emails every few years, and using different computers with different hard-drives. Data so easily gets lost or becomes inaccessible. Even if the researcher still has access, it takes so much more effort to find something amid all the possible places it could be rather than point someone to an OSF repository where it will be. It might be reasonable to accept that a researcher doesn't have time to go digging through a backlog of their work to find data from five or ten years ago; it is much less reasonable to claim that the researcher doesn't have time to upload their data to the OSF while they are going through the publication process. Yes, it takes more time, but what may take an hour today saves everyone time later and ensures the data is available. I hope that one day, open materials and open data are standard, mandatory practices that are part of publication. Every paper should come with a link to the data and the materials.	09	Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low.	NA
38	regarding workflow and quality of research: Pre-registration is strictly superior to not registering. Pre-registration means being clear about what you are going to do before doing it. A lot of researchers, myself included before I started pre-registering, design a study that seems to make sense, then run it. Then, when it comes time to analyze and think concretely about the analysis, problems crop up, experimenter degrees of freedom enter the picture, and regrets creep in about what wasn't included in the study or about how something was overlooked. There are often facets of experiments and analyses scientists think they understand, and they do in a vague way, but they don't actually consider the concrete details until it's too late. Writing out a a pre-registration helps you find design issues while they can still be fixed. The researcher forces themselves to examine the details of future analyses before committing to a design, thereby improving the design itself. This makes the research more efficient and useful and streamlines the study in the process. Thinking of including a questionnaire? Without pre-reg, I would just include it. With pre-reg, I think about WHY I might to include it, what analyses I might run, what it would look like in a published paper, and what reviewers might think about it. Pre-registration makes research more conscious. Pre-registration makes me think of better study designs. By thinking ahead and considering the analysis and publication, I am emboldened to revise my design to make it better: more efficient, more useful, more understandable, more ambitious. I am more likely to build a clever design where I can get multiple pre-registrations and thus multiple publications from a single study design. When it comes time to run the analysis, it is so easy if you have a pre-registration! It's all right there, decided by your past self. A pre-registration is a gift to your future self. A pre-registration is quintessentially delayed gratification. The hardest part about pre-registration is forcing yourself to work now when you could leave it to later. The pay-off is worth it, though. While I think the field needs to ease up on some fronts (e.g. we should be doing power analyses but we should not be held to the highest standard of doing the most advanced predictive modelling for power analysis; something simple should suffice to indicate we have at least enough power, especially if we collect well above the sample size indicated by a modest power analysis) I think the field should push for more pre-registration. Anything that isn't pre-registered is untrustworthy. It is simply too easy for researchers to selectively report and to fool themselves into thinking their research is robust because a p-value is low. Most researchers don't understand p-values anyway. regarding data-management: I don't think pre-registration is intrinsically tied to open materials and open data, but they often go together. As such, I don't really have anything to say about pre-registration's effects on data-management other than this: by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data. Open materials are so crucial to understanding research. It is all too easy to overlook the contents of a paradigm and be seduced by the name of a questionnaire or task when, if the reader actually read the questionnaire, they might not accept it as a measure of what it claims to measure, likewise for a task. Open data is crucial for honesty and integrity. At first it can be a bit anxiety producing to share one's data, to draw back the curtain, revealing not the pristine publication but the dirty reality of messy processing scripts and ugly data. Unveiling reality is what should be done, though. Open data allows other researchers to question findings and investigate their own questions about data that may no interest the authors. The author need not indulge queries about fine details of the data because the other researcher can simply answer it for themselves when they have access. Most importantly, by uploading data to a repository, like the Open Science Framework, that data is properly archived. Academia, especially early on in one's career, involves moving to different places, changing emails every few years, and using different computers with different hard-drives. Data so easily gets lost or becomes inaccessible. Even if the researcher still has access, it takes so much more effort to find something amid all the possible places it could be rather than point someone to an OSF repository where it will be. It might be reasonable to accept that a researcher doesn't have time to go digging through a backlog of their work to find data from five or ten years ago; it is much less reasonable to claim that the researcher doesn't have time to upload their data to the OSF while they are going through the publication process. Yes, it takes more time, but what may take an hour today saves everyone time later and ensures the data is available. I hope that one day, open materials and open data are standard, mandatory practices that are part of publication. Every paper should come with a link to the data and the materials.	10	by thinking through analysis ahead of time, pre-registration ensures you collect the necessary data.	NA
39	I preregister to protect myself from the temptation to phack. It also makes it easy to run results if I have written the code in advance. Without a doubt, my science is more honest when I preregister.	01	I preregister to protect myself from the temptation to phack.	NA
39	I preregister to protect myself from the temptation to phack. It also makes it easy to run results if I have written the code in advance. Without a doubt, my science is more honest when I preregister.	02	It also makes it easy to run results if I have written the code in advance.	NA
39	I preregister to protect myself from the temptation to phack. It also makes it easy to run results if I have written the code in advance. Without a doubt, my science is more honest when I preregister.	03	Without a doubt, my science is more honest when I preregister.	NA
40	I take part in many projects led by a member of my lab, which are preregistered because the lead researcher believes that it is a good thing to do. With projects that I take the lead on, I've only ever preregistered one, because I wanted to make the experience. So I took part in the OSF preregistration challenge, doing it exactly by their instructions. It changed the workflow of those experiments because I wrote most of the analysis scripts before looking at the data (and actually ran it on simulated data). It did not change the data management (we publish raw data on OSF on all published experiments whether or not they were preregistered). Apart from changing the order in which I did things, it did not change anything. Hence, I don't think it had any effect on the quality of the research.	01	It changed the workflow of those experiments because I wrote most of the analysis scripts before looking at the data (and actually ran it on simulated data).	NA
40	I take part in many projects led by a member of my lab, which are preregistered because the lead researcher believes that it is a good thing to do. With projects that I take the lead on, I've only ever preregistered one, because I wanted to make the experience. So I took part in the OSF preregistration challenge, doing it exactly by their instructions. It changed the workflow of those experiments because I wrote most of the analysis scripts before looking at the data (and actually ran it on simulated data). It did not change the data management (we publish raw data on OSF on all published experiments whether or not they were preregistered). Apart from changing the order in which I did things, it did not change anything. Hence, I don't think it had any effect on the quality of the research.	02	It did not change the data management (we publish raw data on OSF on all published experiments whether or not they were preregistered).	NA
40	I take part in many projects led by a member of my lab, which are preregistered because the lead researcher believes that it is a good thing to do. With projects that I take the lead on, I've only ever preregistered one, because I wanted to make the experience. So I took part in the OSF preregistration challenge, doing it exactly by their instructions. It changed the workflow of those experiments because I wrote most of the analysis scripts before looking at the data (and actually ran it on simulated data). It did not change the data management (we publish raw data on OSF on all published experiments whether or not they were preregistered). Apart from changing the order in which I did things, it did not change anything. Hence, I don't think it had any effect on the quality of the research.	03	Apart from changing the order in which I did things, it did not change anything. Hence, I don't think it had any effect on the quality of the research.	NA
41	The changes are that we do more advance planning of the analyses, which sometimes leads to changes in the research design because we have thought things through more carefully as we write them down. The research definitely ends up being higher quality, on average.	01	The changes are that we do more advance planning of the analyses, which sometimes leads to changes in the research design because we have thought things through more carefully as we write them down.	NA
41	The changes are that we do more advance planning of the analyses, which sometimes leads to changes in the research design because we have thought things through more carefully as we write them down. The research definitely ends up being higher quality, on average.	02	The research definitely ends up being higher quality, on average.	NA
42	My experience with pre-registration has been mostly positive. The process of preparing a pre-registration takes some time and imposes a small delay, but, in my experience, this small negative has been well worth it for the benefit of having all collaborators on the same page, a clear conceptualization and plan for data analysis. I also find the process of posting data pushes us to keep better records and data files for transparency. In short, I think the process has pushed me to conduct better science than before.	01	The process of preparing a pre-registration takes some time and imposes a small delay	NA
42	My experience with pre-registration has been mostly positive. The process of preparing a pre-registration takes some time and imposes a small delay, but, in my experience, this small negative has been well worth it for the benefit of having all collaborators on the same page, a clear conceptualization and plan for data analysis. I also find the process of posting data pushes us to keep better records and data files for transparency. In short, I think the process has pushed me to conduct better science than before.	02	benefit of having all collaborators on the same page, a clear conceptualization and plan for data analysis.	NA
